Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
20387,302,101,2,2.5,3.5,7.96,0,0.46
20388,307,105,2,2,3.5,8.1,0,0.53
20389,296,97,2,1.5,2,7.8,0,0.49
20390,320,108,3,3.5,4,8.44,1,0.76
20391,314,102,2,2,2.5,8.24,0,0.64
20392,318,106,3,2,3,8.65,0,0.71
20393,326,112,4,4,3.5,9.12,1,0.84
20394,317,104,2,3,3,8.76,0,0.77
20395,329,111,4,4.5,4,9.23,1,0.89
20396,324,110,3,3.5,3.5,9.04,1,0.82
20397,325,107,3,3,3.5,9.11,1,0.84
20398,330,116,4,5,4.5,9.45,1,0.91
20399,312,103,3,3.5,4,8.78,0,0.67
20400,333,117,4,5,4,9.66,1,0.95
20401,337,118,4,4.5,4.5,9.65,1,0.92
20402,324,107,4,4,4.5,8.87,1,0.76
20403,316,104,3,3,3.5,8,1,0.72
20404,322,110,3,3.5,2.5,8.67,1,0.8
20405,314,103,2,2,3,8.21,0,0.65
20406,330,115,5,4.5,3,9.34,1,0.9
20407,321,109,3,3,4,8.2,1,0.75
20408,308,101,2,3,4,7.9,0,0.68
20409,302,102,1,2,1.5,8,0,0.5
20410,323,108,3,3.5,3,8.6,0,0.45
20411,325,106,3,3.5,4,8.4,1,0.52
20412,327,111,4,4,4.5,9,1,0.84
20413,328,112,4,4,4.5,9.1,1,0.78
20414,307,109,3,4,3,8,1,0.62
20415,311,104,3,3.5,2,8.2,1,0.61
20416,314,105,3,3.5,2.5,8.3,0,0.54
20417,317,107,3,4,3,8.7,0,0.66
20418,319,106,3,4,3,8,1,0.65
20419,318,110,3,4,3,8.8,0,0.63
20420,303,102,3,3.5,3,8.5,0,0.62
20421,312,107,3,3,2,7.9,1,0.64
20422,325,114,4,3,2,8.4,0,0.7
20423,328,116,5,5,5,9.5,1,0.94
20424,334,119,5,5,4.5,9.7,1,0.95
20425,336,119,5,4,3.5,9.8,1,0.97
20426,340,120,5,4.5,4.5,9.6,1,0.94
20427,322,109,5,4.5,3.5,8.8,0,0.76
20428,298,98,2,1.5,2.5,7.5,1,0.44
20429,295,93,1,2,2,7.2,0,0.46
20430,310,99,2,1.5,2,7.3,0,0.54
20431,300,97,2,3,3,8.1,1,0.65
20432,327,103,3,4,4,8.3,1,0.74
20433,338,118,4,3,4.5,9.4,1,0.91
20434,340,114,5,4,4,9.6,1,0.9
20435,331,112,5,4,5,9.8,1,0.94
20436,320,110,5,5,5,9.2,1,0.88
20437,299,106,2,4,4,8.4,0,0.64
20438,300,105,1,1,2,7.8,0,0.58
20439,304,105,1,3,1.5,7.5,0,0.52
20440,307,108,2,4,3.5,7.7,0,0.48
20441,308,110,3,3.5,3,8,1,0.46
20442,316,105,2,2.5,2.5,8.2,1,0.49
20443,313,107,2,2.5,2,8.5,1,0.53
20444,332,117,4,4.5,4,9.1,0,0.87
20445,326,113,5,4.5,4,9.4,1,0.91
20446,322,110,5,5,4,9.1,1,0.88
20447,329,114,5,4,5,9.3,1,0.86
20448,339,119,5,4.5,4,9.7,0,0.89
20449,321,110,3,3.5,5,8.85,1,0.82
20450,327,111,4,3,4,8.4,1,0.78
20451,313,98,3,2.5,4.5,8.3,1,0.76
20452,312,100,2,1.5,3.5,7.9,1,0.56
20453,334,116,4,4,3,8,1,0.78
20454,324,112,4,4,2.5,8.1,1,0.72
20455,322,110,3,3,3.5,8,0,0.7
20456,320,103,3,3,3,7.7,0,0.64
20457,316,102,3,2,3,7.4,0,0.64
20458,298,99,2,4,2,7.6,0,0.46
20459,300,99,1,3,2,6.8,1,0.36
20460,311,104,2,2,2,8.3,0,0.42
20461,309,100,2,3,3,8.1,0,0.48
20462,307,101,3,4,3,8.2,0,0.47
20463,304,105,2,3,3,8.2,1,0.54
20464,315,107,2,4,3,8.5,1,0.56
20465,325,111,3,3,3.5,8.7,0,0.52
20466,325,112,4,3.5,3.5,8.92,0,0.55
20467,327,114,3,3,3,9.02,0,0.61
20468,316,107,2,3.5,3.5,8.64,1,0.57
20469,318,109,3,3.5,4,9.22,1,0.68
20470,328,115,4,4.5,4,9.16,1,0.78
20471,332,118,5,5,5,9.64,1,0.94
20472,336,112,5,5,5,9.76,1,0.96
20473,321,111,5,5,5,9.45,1,0.93
20474,314,108,4,4.5,4,9.04,1,0.84
20475,314,106,3,3,5,8.9,0,0.74
20476,329,114,2,2,4,8.56,1,0.72
20477,327,112,3,3,3,8.72,1,0.74
20478,301,99,2,3,2,8.22,0,0.64
20479,296,95,2,3,2,7.54,1,0.44
20480,294,93,1,1.5,2,7.36,0,0.46
20481,312,105,3,2,3,8.02,1,0.5
20482,340,120,4,5,5,9.5,1,0.96
20483,320,110,5,5,4.5,9.22,1,0.92
20484,322,115,5,4,4.5,9.36,1,0.92
20485,340,115,5,4.5,4.5,9.45,1,0.94
20486,319,103,4,4.5,3.5,8.66,0,0.76
20487,315,106,3,4.5,3.5,8.42,0,0.72
20488,317,107,2,3.5,3,8.28,0,0.66
20489,314,108,3,4.5,3.5,8.14,0,0.64
20490,316,109,4,4.5,3.5,8.76,1,0.74
20491,318,106,2,4,4,7.92,1,0.64
20492,299,97,3,5,3.5,7.66,0,0.38
20493,298,98,2,4,3,8.03,0,0.34
20494,301,97,2,3,3,7.88,1,0.44
20495,303,99,3,2,2.5,7.66,0,0.36
20496,304,100,4,1.5,2.5,7.84,0,0.42
20497,306,100,2,3,3,8,0,0.48
20498,331,120,3,4,4,8.96,1,0.86
20499,332,119,4,5,4.5,9.24,1,0.9
20500,323,113,3,4,4,8.88,1,0.79
20501,322,107,3,3.5,3.5,8.46,1,0.71
20502,312,105,2,2.5,3,8.12,0,0.64
20503,314,106,2,4,3.5,8.25,0,0.62
20504,317,104,2,4.5,4,8.47,0,0.57
20505,326,112,3,3.5,3,9.05,1,0.74
20506,316,110,3,4,4.5,8.78,1,0.69
20507,329,111,4,4.5,4.5,9.18,1,0.87
20508,338,117,4,3.5,4.5,9.46,1,0.91
20509,331,116,5,5,5,9.38,1,0.93
20510,304,103,5,5,4,8.64,0,0.68
20511,305,108,5,3,3,8.48,0,0.61
20512,321,109,4,4,4,8.68,1,0.69
20513,301,107,3,3.5,3.5,8.34,1,0.62
20514,320,110,2,4,3.5,8.56,0,0.72
20515,311,105,3,3.5,3,8.45,1,0.59
20516,310,106,4,4.5,4.5,9.04,1,0.66
20517,299,102,3,4,3.5,8.62,0,0.56
20518,290,104,4,2,2.5,7.46,0,0.45
20519,296,99,2,3,3.5,7.28,0,0.47
20520,327,104,5,3,3.5,8.84,1,0.71
20521,335,117,5,5,5,9.56,1,0.94
20522,334,119,5,4.5,4.5,9.48,1,0.94
20523,310,106,4,1.5,2.5,8.36,0,0.57
20524,308,108,3,3.5,3.5,8.22,0,0.61
20525,301,106,4,2.5,3,8.47,0,0.57
20526,300,100,3,2,3,8.66,1,0.64
20527,323,113,3,4,3,9.32,1,0.85
20528,319,112,3,2.5,2,8.71,1,0.78
20529,326,112,3,3.5,3,9.1,1,0.84
20530,333,118,5,5,5,9.35,1,0.92
20531,339,114,5,4,4.5,9.76,1,0.96
20532,303,105,5,5,4.5,8.65,0,0.77
20533,309,105,5,3.5,3.5,8.56,0,0.71
20534,323,112,5,4,4.5,8.78,0,0.79
20535,333,113,5,4,4,9.28,1,0.89
20536,314,109,4,3.5,4,8.77,1,0.82
20537,312,103,3,5,4,8.45,0,0.76
20538,316,100,2,1.5,3,8.16,1,0.71
20539,326,116,2,4.5,3,9.08,1,0.8
20540,318,109,1,3.5,3.5,9.12,0,0.78
20541,329,110,2,4,3,9.15,1,0.84
20542,332,118,2,4.5,3.5,9.36,1,0.9
20543,331,115,5,4,3.5,9.44,1,0.92
20544,340,120,4,4.5,4,9.92,1,0.97
20545,325,112,2,3,3.5,8.96,1,0.8
20546,320,113,2,2,2.5,8.64,1,0.81
20547,315,105,3,2,2.5,8.48,0,0.75
20548,326,114,3,3,3,9.11,1,0.83
20549,339,116,4,4,3.5,9.8,1,0.96
20550,311,106,2,3.5,3,8.26,1,0.79
20551,334,114,4,4,4,9.43,1,0.93
20552,332,116,5,5,5,9.28,1,0.94
20553,321,112,5,5,5,9.06,1,0.86
20554,324,105,3,3,4,8.75,0,0.79
20555,326,108,3,3,3.5,8.89,0,0.8
20556,312,109,3,3,3,8.69,0,0.77
20557,315,105,3,2,2.5,8.34,0,0.7
20558,309,104,2,2,2.5,8.26,0,0.65
20559,306,106,2,2,2.5,8.14,0,0.61
20560,297,100,1,1.5,2,7.9,0,0.52
20561,315,103,1,1.5,2,7.86,0,0.57
20562,298,99,1,1.5,3,7.46,0,0.53
20563,318,109,3,3,3,8.5,0,0.67
20564,317,105,3,3.5,3,8.56,0,0.68
20565,329,111,4,4.5,4,9.01,1,0.81
20566,322,110,5,4.5,4,8.97,0,0.78
20567,302,102,3,3.5,5,8.33,0,0.65
20568,313,102,3,2,3,8.27,0,0.64
20569,293,97,2,2,4,7.8,1,0.64
20570,311,99,2,2.5,3,7.98,0,0.65
20571,312,101,2,2.5,3.5,8.04,1,0.68
20572,334,117,5,4,4.5,9.07,1,0.89
20573,322,110,4,4,5,9.13,1,0.86
20574,323,113,4,4,4.5,9.23,1,0.89
20575,321,111,4,4,4,8.97,1,0.87
20576,320,111,4,4.5,3.5,8.87,1,0.85
20577,329,119,4,4.5,4.5,9.16,1,0.9
20578,319,110,3,3.5,3.5,9.04,0,0.82
20579,309,108,3,2.5,3,8.12,0,0.72
20580,307,102,3,3,3,8.27,0,0.73
20581,300,104,3,3.5,3,8.16,0,0.71
20582,305,107,2,2.5,2.5,8.42,0,0.71
20583,299,100,2,3,3.5,7.88,0,0.68
20584,314,110,3,4,4,8.8,0,0.75
20585,316,106,2,2.5,4,8.32,0,0.72
20586,327,113,4,4.5,4.5,9.11,1,0.89
20587,317,107,3,3.5,3,8.68,1,0.84
20588,335,118,5,4.5,3.5,9.44,1,0.93
20589,331,115,5,4.5,3.5,9.36,1,0.93
20590,324,112,5,5,5,9.08,1,0.88
20591,324,111,5,4.5,4,9.16,1,0.9
20592,323,110,5,4,5,8.98,1,0.87
20593,322,114,5,4.5,4,8.94,1,0.86
20594,336,118,5,4.5,5,9.53,1,0.94
20595,316,109,3,3.5,3,8.76,0,0.77
20596,307,107,2,3,3.5,8.52,1,0.78
20597,306,105,2,3,2.5,8.26,0,0.73
20598,310,106,2,3.5,2.5,8.33,0,0.73
20599,311,104,3,4.5,4.5,8.43,0,0.7
20600,313,107,3,4,4.5,8.69,0,0.72
20601,317,103,3,2.5,3,8.54,1,0.73
20602,315,110,2,3.5,3,8.46,1,0.72
20603,340,120,5,4.5,4.5,9.91,1,0.97
20604,334,120,5,4,5,9.87,1,0.97
20605,298,105,3,3.5,4,8.54,0,0.69
20606,295,99,2,2.5,3,7.65,0,0.57
20607,315,99,2,3.5,3,7.89,0,0.63
20608,310,102,3,3.5,4,8.02,1,0.66
20609,305,106,2,3,3,8.16,0,0.64
20610,301,104,3,3.5,4,8.12,1,0.68
20611,325,108,4,4.5,4,9.06,1,0.79
20612,328,110,4,5,4,9.14,1,0.82
20613,338,120,4,5,5,9.66,1,0.95
20614,333,119,5,5,4.5,9.78,1,0.96
20615,331,117,4,4.5,5,9.42,1,0.94
20616,330,116,5,5,4.5,9.36,1,0.93
20617,322,112,4,4.5,4.5,9.26,1,0.91
20618,321,109,4,4,4,9.13,1,0.85
20619,324,110,4,3,3.5,8.97,1,0.84
20620,312,104,3,3.5,3.5,8.42,0,0.74
20621,313,103,3,4,4,8.75,0,0.76
20622,316,110,3,3.5,4,8.56,0,0.75
20623,324,113,4,4.5,4,8.79,0,0.76
20624,308,109,2,3,4,8.45,0,0.71
20625,305,105,2,3,2,8.23,0,0.67
20626,296,99,2,2.5,2.5,8.03,0,0.61
20627,306,110,2,3.5,4,8.45,0,0.63
20628,312,110,2,3.5,3,8.53,0,0.64
20629,318,112,3,4,3.5,8.67,0,0.71
20630,324,111,4,3,3,9.01,1,0.82
20631,313,104,3,4,4.5,8.65,0,0.73
20632,319,106,3,3.5,2.5,8.33,1,0.74
20633,312,107,2,2.5,3.5,8.27,0,0.69
20634,304,100,2,2.5,3.5,8.07,0,0.64
20635,330,113,5,5,4,9.31,1,0.91
20636,326,111,5,4.5,4,9.23,1,0.88
20637,325,112,4,4,4.5,9.17,1,0.85
20638,329,114,5,4.5,5,9.19,1,0.86
20639,310,104,3,2,3.5,8.37,0,0.7
20640,299,100,1,1.5,2,7.89,0,0.59
20641,296,101,1,2.5,3,7.68,0,0.6
20642,317,103,2,2.5,2,8.15,0,0.65
20643,324,115,3,3.5,3,8.76,1,0.7
20644,325,114,3,3.5,3,9.04,1,0.76
20645,314,107,2,2.5,4,8.56,0,0.63
20646,328,110,4,4,2.5,9.02,1,0.81
20647,316,105,3,3,3.5,8.73,0,0.72
20648,311,104,2,2.5,3.5,8.48,0,0.71
20649,324,110,3,3.5,4,8.87,1,0.8
20650,321,111,3,3.5,4,8.83,1,0.77
20651,320,104,3,3,2.5,8.57,1,0.74
20652,316,99,2,2.5,3,9,0,0.7
20653,318,100,2,2.5,3.5,8.54,1,0.71
20654,335,115,4,4.5,4.5,9.68,1,0.93
20655,321,114,4,4,5,9.12,0,0.85
20656,307,110,4,4,4.5,8.37,0,0.79
20657,309,99,3,4,4,8.56,0,0.76
20658,324,100,3,4,5,8.64,1,0.78
20659,326,102,4,5,5,8.76,1,0.77
20660,331,119,4,5,4.5,9.34,1,0.9
20661,327,108,5,5,3.5,9.13,1,0.87
20662,312,104,3,3.5,4,8.09,0,0.71
20663,308,103,2,2.5,4,8.36,1,0.7
20664,324,111,3,2.5,1.5,8.79,1,0.7
20665,325,110,2,3,2.5,8.76,1,0.75
20666,313,102,3,2.5,2.5,8.68,0,0.71
20667,312,105,2,2,2.5,8.45,0,0.72
20668,314,107,3,3,3.5,8.17,1,0.73
20669,327,113,4,4.5,5,9.14,0,0.83
20670,308,108,4,4.5,5,8.34,0,0.77
20671,306,105,2,2.5,3,8.22,1,0.72
20672,299,96,2,1.5,2,7.86,0,0.54
20673,294,95,1,1.5,1.5,7.64,0,0.49
20674,312,99,1,1,1.5,8.01,1,0.52
20675,315,100,1,2,2.5,7.95,0,0.58
20676,322,110,3,3.5,3,8.96,1,0.78
20677,329,113,5,5,4.5,9.45,1,0.89
20678,320,101,2,2.5,3,8.62,0,0.7
20679,308,103,2,3,3.5,8.49,0,0.66
20680,304,102,2,3,4,8.73,0,0.67
20681,311,102,3,4.5,4,8.64,1,0.68
20682,317,110,3,4,4.5,9.11,1,0.8
20683,312,106,3,4,3.5,8.79,1,0.81
20684,321,111,3,2.5,3,8.9,1,0.8
20685,340,112,4,5,4.5,9.66,1,0.94
20686,331,116,5,4,4,9.26,1,0.93
20687,336,118,5,4.5,4,9.19,1,0.92
20688,324,114,5,5,4.5,9.08,1,0.89
20689,314,104,4,5,5,9.02,0,0.82
20690,313,109,3,4,3.5,9,0,0.79
20691,307,105,2,2.5,3,7.65,0,0.58
20692,300,102,2,1.5,2,7.87,0,0.56
20693,302,99,2,1,2,7.97,0,0.56
20694,312,98,1,3.5,3,8.18,1,0.64
20695,316,101,2,2.5,2,8.32,1,0.61
20696,317,100,2,3,2.5,8.57,0,0.68
20697,310,107,3,3.5,3.5,8.67,0,0.76
20698,320,120,3,4,4.5,9.11,0,0.86
20699,330,114,3,4.5,4.5,9.24,1,0.9
20700,305,112,3,3,3.5,8.65,0,0.71
20701,309,106,2,2.5,2.5,8,0,0.62
20702,319,108,2,2.5,3,8.76,0,0.66
20703,322,105,2,3,3,8.45,1,0.65
20704,323,107,3,3.5,3.5,8.55,1,0.73
20705,313,106,2,2.5,2,8.43,0,0.62
20706,321,109,3,3.5,3.5,8.8,1,0.74
20707,323,110,3,4,3.5,9.1,1,0.79
20708,325,112,4,4,4,9,1,0.8
20709,312,108,3,3.5,3,8.53,0,0.69
20710,308,110,4,3.5,3,8.6,0,0.7
20711,320,104,3,3,3.5,8.74,1,0.76
20712,328,108,4,4.5,4,9.18,1,0.84
20713,311,107,4,4.5,4.5,9,1,0.78
20714,301,100,3,3.5,3,8.04,0,0.67
20715,305,105,2,3,4,8.13,0,0.66
20716,308,104,2,2.5,3,8.07,0,0.65
20717,298,101,2,1.5,2,7.86,0,0.54
20718,300,99,1,1,2.5,8.01,0,0.58
20719,324,111,3,2.5,2,8.8,1,0.79
20720,327,113,4,3.5,3,8.69,1,0.8
20721,317,106,3,4,3.5,8.5,1,0.75
20722,323,104,3,4,4,8.44,1,0.73
20723,314,107,2,2.5,4,8.27,0,0.72
20724,305,102,2,2,2.5,8.18,0,0.62
20725,315,104,3,3,2.5,8.33,0,0.67
20726,326,116,3,3.5,4,9.14,1,0.81
20727,299,100,3,2,2,8.02,0,0.63
20728,295,101,2,2.5,2,7.86,0,0.69
20729,324,112,4,4,3.5,8.77,1,0.8
20730,297,96,2,2.5,1.5,7.89,0,0.43
20731,327,113,3,3.5,3,8.66,1,0.8
20732,311,105,2,3,2,8.12,1,0.73
20733,308,106,3,3.5,2.5,8.21,1,0.75
20734,319,108,3,3,3.5,8.54,1,0.71
20735,312,107,4,4.5,4,8.65,1,0.73
20736,325,111,4,4,4.5,9.11,1,0.83
20737,319,110,3,3,2.5,8.79,0,0.72
20738,332,118,5,5,5,9.47,1,0.94
20739,323,108,5,4,4,8.74,1,0.81
20740,324,107,5,3.5,4,8.66,1,0.81
20741,312,107,3,3,3,8.46,1,0.75
20742,326,110,3,3.5,3.5,8.76,1,0.79
20743,308,106,3,3,3,8.24,0,0.58
20744,305,103,2,2.5,3.5,8.13,0,0.59
20745,295,96,2,1.5,2,7.34,0,0.47
20746,316,98,1,1.5,2,7.43,0,0.49
20747,304,97,2,1.5,2,7.64,0,0.47
20748,299,94,1,1,1,7.34,0,0.42
20749,302,99,1,2,2,7.25,0,0.57
20750,313,101,3,2.5,3,8.04,0,0.62
20751,318,107,3,3,3.5,8.27,1,0.74
20752,325,110,4,3.5,4,8.67,1,0.73
20753,303,100,2,3,3.5,8.06,1,0.64
20754,300,102,3,3.5,2.5,8.17,0,0.63
20755,297,98,2,2.5,3,7.67,0,0.59
20756,317,106,2,2,3.5,8.12,0,0.73
20757,327,109,3,3.5,4,8.77,1,0.79
20758,301,104,2,3.5,3.5,7.89,1,0.68
20759,314,105,2,2.5,2,7.64,0,0.7
20760,321,107,2,2,1.5,8.44,0,0.81
20761,322,110,3,4,5,8.64,1,0.85
20762,334,116,4,4,3.5,9.54,1,0.93
20763,338,115,5,4.5,5,9.23,1,0.91
20764,306,103,2,2.5,3,8.36,0,0.69
20765,313,102,3,3.5,4,8.9,1,0.77
20766,330,114,4,4.5,3,9.17,1,0.86
20767,320,104,3,3.5,4.5,8.34,1,0.74
20768,311,98,1,1,2.5,7.46,0,0.57
20769,298,92,1,2,2,7.88,0,0.51
20770,301,98,1,2,3,8.03,1,0.67
20771,310,103,2,2.5,2.5,8.24,0,0.72
20772,324,110,3,3.5,3,9.22,1,0.89
20773,336,119,4,4.5,4,9.62,1,0.95
20774,321,109,3,3,3,8.54,1,0.79
20775,315,105,2,2,2.5,7.65,0,0.39
20776,304,101,2,2,2.5,7.66,0,0.38
20777,297,96,2,2.5,2,7.43,0,0.34
20778,290,100,1,1.5,2,7.56,0,0.47
20779,303,98,1,2,2.5,7.65,0,0.56
20780,311,99,1,2.5,3,8.43,1,0.71
20781,322,104,3,3.5,4,8.84,1,0.78
20782,319,105,3,3,3.5,8.67,1,0.73
20783,324,110,4,4.5,4,9.15,1,0.82
20784,300,100,3,3,3.5,8.26,0,0.62
20785,340,113,4,5,5,9.74,1,0.96
20786,335,117,5,5,5,9.82,1,0.96
20787,302,101,2,2.5,3.5,7.96,0,0.46
20788,307,105,2,2,3.5,8.1,0,0.53
20789,296,97,2,1.5,2,7.8,0,0.49
20790,320,108,3,3.5,4,8.44,1,0.76
20791,314,102,2,2,2.5,8.24,0,0.64
20792,318,106,3,2,3,8.65,0,0.71
20793,326,112,4,4,3.5,9.12,1,0.84
20794,317,104,2,3,3,8.76,0,0.77
20795,329,111,4,4.5,4,9.23,1,0.89
20796,324,110,3,3.5,3.5,9.04,1,0.82
20797,325,107,3,3,3.5,9.11,1,0.84
20798,330,116,4,5,4.5,9.45,1,0.91
20799,312,103,3,3.5,4,8.78,0,0.67
20800,333,117,4,5,4,9.66,1,0.95
20801,337,118,4,4.5,4.5,9.65,1,0.92
20802,324,107,4,4,4.5,8.87,1,0.76
20803,316,104,3,3,3.5,8,1,0.72
20804,322,110,3,3.5,2.5,8.67,1,0.8
20805,314,103,2,2,3,8.21,0,0.65
20806,330,115,5,4.5,3,9.34,1,0.9
20807,321,109,3,3,4,8.2,1,0.75
20808,308,101,2,3,4,7.9,0,0.68
20809,302,102,1,2,1.5,8,0,0.5
20810,323,108,3,3.5,3,8.6,0,0.45
20811,325,106,3,3.5,4,8.4,1,0.52
20812,327,111,4,4,4.5,9,1,0.84
20813,328,112,4,4,4.5,9.1,1,0.78
20814,307,109,3,4,3,8,1,0.62
20815,311,104,3,3.5,2,8.2,1,0.61
20816,314,105,3,3.5,2.5,8.3,0,0.54
20817,317,107,3,4,3,8.7,0,0.66
20818,319,106,3,4,3,8,1,0.65
20819,318,110,3,4,3,8.8,0,0.63
20820,303,102,3,3.5,3,8.5,0,0.62
20821,312,107,3,3,2,7.9,1,0.64
20822,325,114,4,3,2,8.4,0,0.7
20823,328,116,5,5,5,9.5,1,0.94
20824,334,119,5,5,4.5,9.7,1,0.95
20825,336,119,5,4,3.5,9.8,1,0.97
20826,340,120,5,4.5,4.5,9.6,1,0.94
20827,322,109,5,4.5,3.5,8.8,0,0.76
20828,298,98,2,1.5,2.5,7.5,1,0.44
20829,295,93,1,2,2,7.2,0,0.46
20830,310,99,2,1.5,2,7.3,0,0.54
20831,300,97,2,3,3,8.1,1,0.65
20832,327,103,3,4,4,8.3,1,0.74
20833,338,118,4,3,4.5,9.4,1,0.91
20834,340,114,5,4,4,9.6,1,0.9
20835,331,112,5,4,5,9.8,1,0.94
20836,320,110,5,5,5,9.2,1,0.88
20837,299,106,2,4,4,8.4,0,0.64
20838,300,105,1,1,2,7.8,0,0.58
20839,304,105,1,3,1.5,7.5,0,0.52
20840,307,108,2,4,3.5,7.7,0,0.48
20841,308,110,3,3.5,3,8,1,0.46
20842,316,105,2,2.5,2.5,8.2,1,0.49
20843,313,107,2,2.5,2,8.5,1,0.53
20844,332,117,4,4.5,4,9.1,0,0.87
20845,326,113,5,4.5,4,9.4,1,0.91
20846,322,110,5,5,4,9.1,1,0.88
20847,329,114,5,4,5,9.3,1,0.86
20848,339,119,5,4.5,4,9.7,0,0.89
20849,321,110,3,3.5,5,8.85,1,0.82
20850,327,111,4,3,4,8.4,1,0.78
20851,313,98,3,2.5,4.5,8.3,1,0.76
20852,312,100,2,1.5,3.5,7.9,1,0.56
20853,334,116,4,4,3,8,1,0.78
20854,324,112,4,4,2.5,8.1,1,0.72
20855,322,110,3,3,3.5,8,0,0.7
20856,320,103,3,3,3,7.7,0,0.64
20857,316,102,3,2,3,7.4,0,0.64
20858,298,99,2,4,2,7.6,0,0.46
20859,300,99,1,3,2,6.8,1,0.36
20860,311,104,2,2,2,8.3,0,0.42
20861,309,100,2,3,3,8.1,0,0.48
20862,307,101,3,4,3,8.2,0,0.47
20863,304,105,2,3,3,8.2,1,0.54
20864,315,107,2,4,3,8.5,1,0.56
20865,325,111,3,3,3.5,8.7,0,0.52
20866,325,112,4,3.5,3.5,8.92,0,0.55
20867,327,114,3,3,3,9.02,0,0.61
20868,316,107,2,3.5,3.5,8.64,1,0.57
20869,318,109,3,3.5,4,9.22,1,0.68
20870,328,115,4,4.5,4,9.16,1,0.78
20871,332,118,5,5,5,9.64,1,0.94
20872,336,112,5,5,5,9.76,1,0.96
20873,321,111,5,5,5,9.45,1,0.93
20874,314,108,4,4.5,4,9.04,1,0.84
20875,314,106,3,3,5,8.9,0,0.74
20876,329,114,2,2,4,8.56,1,0.72
20877,327,112,3,3,3,8.72,1,0.74
20878,301,99,2,3,2,8.22,0,0.64
20879,296,95,2,3,2,7.54,1,0.44
20880,294,93,1,1.5,2,7.36,0,0.46
20881,312,105,3,2,3,8.02,1,0.5
20882,340,120,4,5,5,9.5,1,0.96
20883,320,110,5,5,4.5,9.22,1,0.92
20884,322,115,5,4,4.5,9.36,1,0.92
20885,340,115,5,4.5,4.5,9.45,1,0.94
20886,319,103,4,4.5,3.5,8.66,0,0.76
20887,315,106,3,4.5,3.5,8.42,0,0.72
20888,317,107,2,3.5,3,8.28,0,0.66
20889,314,108,3,4.5,3.5,8.14,0,0.64
20890,316,109,4,4.5,3.5,8.76,1,0.74
20891,318,106,2,4,4,7.92,1,0.64
20892,299,97,3,5,3.5,7.66,0,0.38
20893,298,98,2,4,3,8.03,0,0.34
20894,301,97,2,3,3,7.88,1,0.44
20895,303,99,3,2,2.5,7.66,0,0.36
20896,304,100,4,1.5,2.5,7.84,0,0.42
20897,306,100,2,3,3,8,0,0.48
20898,331,120,3,4,4,8.96,1,0.86
20899,332,119,4,5,4.5,9.24,1,0.9
20900,323,113,3,4,4,8.88,1,0.79
20901,322,107,3,3.5,3.5,8.46,1,0.71
20902,312,105,2,2.5,3,8.12,0,0.64
20903,314,106,2,4,3.5,8.25,0,0.62
20904,317,104,2,4.5,4,8.47,0,0.57
20905,326,112,3,3.5,3,9.05,1,0.74
20906,316,110,3,4,4.5,8.78,1,0.69
20907,329,111,4,4.5,4.5,9.18,1,0.87
20908,338,117,4,3.5,4.5,9.46,1,0.91
20909,331,116,5,5,5,9.38,1,0.93
20910,304,103,5,5,4,8.64,0,0.68
20911,305,108,5,3,3,8.48,0,0.61
20912,321,109,4,4,4,8.68,1,0.69
20913,301,107,3,3.5,3.5,8.34,1,0.62
20914,320,110,2,4,3.5,8.56,0,0.72
20915,311,105,3,3.5,3,8.45,1,0.59
20916,310,106,4,4.5,4.5,9.04,1,0.66
20917,299,102,3,4,3.5,8.62,0,0.56
20918,290,104,4,2,2.5,7.46,0,0.45
20919,296,99,2,3,3.5,7.28,0,0.47
20920,327,104,5,3,3.5,8.84,1,0.71
20921,335,117,5,5,5,9.56,1,0.94
20922,334,119,5,4.5,4.5,9.48,1,0.94
20923,310,106,4,1.5,2.5,8.36,0,0.57
20924,308,108,3,3.5,3.5,8.22,0,0.61
20925,301,106,4,2.5,3,8.47,0,0.57
20926,300,100,3,2,3,8.66,1,0.64
20927,323,113,3,4,3,9.32,1,0.85
20928,319,112,3,2.5,2,8.71,1,0.78
20929,326,112,3,3.5,3,9.1,1,0.84
20930,333,118,5,5,5,9.35,1,0.92
20931,339,114,5,4,4.5,9.76,1,0.96
20932,303,105,5,5,4.5,8.65,0,0.77
20933,309,105,5,3.5,3.5,8.56,0,0.71
20934,323,112,5,4,4.5,8.78,0,0.79
20935,333,113,5,4,4,9.28,1,0.89
20936,314,109,4,3.5,4,8.77,1,0.82
20937,312,103,3,5,4,8.45,0,0.76
20938,316,100,2,1.5,3,8.16,1,0.71
20939,326,116,2,4.5,3,9.08,1,0.8
20940,318,109,1,3.5,3.5,9.12,0,0.78
20941,329,110,2,4,3,9.15,1,0.84
20942,332,118,2,4.5,3.5,9.36,1,0.9
20943,331,115,5,4,3.5,9.44,1,0.92
20944,340,120,4,4.5,4,9.92,1,0.97
20945,325,112,2,3,3.5,8.96,1,0.8
20946,320,113,2,2,2.5,8.64,1,0.81
20947,315,105,3,2,2.5,8.48,0,0.75
20948,326,114,3,3,3,9.11,1,0.83
20949,339,116,4,4,3.5,9.8,1,0.96
20950,311,106,2,3.5,3,8.26,1,0.79
20951,334,114,4,4,4,9.43,1,0.93
20952,332,116,5,5,5,9.28,1,0.94
